,examine,id,members,lowalch,limit,value,highalch,icon,name
3197,4 doses of super Strength potion.,2440,True,110.0,2000.0,275,165.0,Super strength(4).png,Super strength(4)
3198,1 dose of super antipoison potion.,185,True,57.0,2000.0,144,86.0,Superantipoison(1).png,Superantipoison(1)
3199,2 doses of super antipoison potion.,183,True,86.0,2000.0,216,129.0,Superantipoison(2).png,Superantipoison(2)
3200,3 doses of super antipoison potion.,181,True,115.0,2000.0,288,172.0,Superantipoison(3).png,Superantipoison(3)
3201,4 doses of super antipoison potion.,2448,True,144.0,2000.0,360,216.0,Superantipoison(4).png,Superantipoison(4)
3202,One dose of fishy super Attack potion.,11471,True,36.0,2000.0,90,54.0,Superattack mix(1).png,Superattack mix(1)
3203,Two doses of fishy super Attack potion.,11469,True,54.0,2000.0,135,81.0,Superattack mix(2).png,Superattack mix(2)
3204,Super-good for the smallest or largest of plants.,6034,True,34.0,2000.0,85,51.0,Supercompost.png,Supercompost
3205,There's something unnatural about these bones.,22124,True,64.0,7500.0,160,96.0,Superior dragon bones.png,Superior dragon bones
3206,A very slimy and generally disgusting green lizard.,10149,True,20.0,125.0,50,30.0,Swamp lizard.png,Swamp lizard
3207,A tar-like substance mixed with flour and warmed.,1941,True,12.0,13000.0,30,18.0,Swamp paste.png,Swamp paste
3208,A foul smelling thick tar-like substance.,1939,True,1.0,13000.0,1,1.0,Swamp tar.png,Swamp tar
3209,A slippery little blighter.,2150,True,1.0,13000.0,2,1.0,Swamp toad (item).png,Swamp toad (item)
3210,Swamp weed found in the caves near Dorgesh-Kaan.,10978,True,1.0,13000.0,2,1.0,Swamp weed.png,Swamp weed
3211,Keeps my chest protected.,25389,True,1.0,,1,1.0,Swampbark body.png,Swampbark body
3212,Great foot protection.,25395,True,1.0,,1,1.0,Swampbark boots.png,Swampbark boots
3213,Thse should protect my hands.,25392,True,1.0,,1,1.0,Swampbark gauntlets.png,Swampbark gauntlets
3214,A rather interesting smelling helmet.,25398,True,1.0,,1,1.0,Swampbark helm.png,Swampbark helm
3215,Strong leg protection.,25401,True,1.0,,1,1.0,Swampbark legs.png,Swampbark legs
3216,Raw sweetcorn.,5986,True,3.0,11000.0,9,5.0,Sweetcorn.png,Sweetcorn
3217,A bowl of cooked sweetcorn.,7088,True,5.0,13000.0,13,7.0,Sweetcorn (bowl).png,Sweetcorn (bowl)
3218,A sweetcorn seed - plant in an allotment.,5320,True,3.0,600.0,8,4.0,Sweetcorn seed 5.png,Sweetcorn seed
3219,A dull blade that moves at incredible speed.,24219,False,1.0,,1,1.0,Swift blade.png,Swift blade
3220,I'd better be careful eating this!,373,False,32.0,6000.0,80,48.0,Swordfish.png,Swordfish
3221,Teleports you to Tai bwo wannai.,12409,True,4.0,10000.0,10,6.0,Tai bwo wannai teleport.png,Tai bwo wannai teleport
3222,You can plant this in your garden.,8449,True,40000.0,10000.0,100000,60000.0,Tall box hedge (bagged).png,Tall box hedge (bagged)
3223,You can plant this in your garden.,8447,True,20000.0,10000.0,50000,30000.0,Tall fancy hedge (bagged).png,Tall fancy hedge (bagged)
3224,All for one and one for all!,2639,True,80.0,4.0,200,120.0,Tan cavalier.png,Tan cavalier
3225,It actually smells quite good.,2187,True,1.0,6000.0,2,1.0,Tangled toad's legs.png,Tangled toad's legs
3226,Maybe you could use a chisel to fletch this into a blowpipe.,12922,True,44000.0,5.0,110000,66000.0,Tanzanite fang.png,Tanzanite fang
3227,A teleport to your Bounty Hunter target.,24336,True,1.0,,1,1.0,Target teleport.png,Target teleport
3228,Unlocks the level 85 Target teleport spell.,12846,True,12000.0,5.0,30000,18000.0,Target teleport scroll.png,Target teleport scroll
3229,A useful herb.,253,True,4.0,13000.0,11,6.0,Tarromin.png,Tarromin
3230,I need another ingredient to finish this Tarromin potion.,95,True,4.0,10000.0,11,6.0,Tarromin potion (unf).png,Tarromin potion (unf)
3231,A tarromin seed - plant in a herb patch.,5293,True,1.0,600.0,3,1.0,Tarromin seed 5.png,Tarromin seed
3232,"A thick, foul-smelling, tar-like substance with a red tinge.",10144,True,1.0,7000.0,1,1.0,Tarromin tar.png,Tarromin tar
3233,It's a shabby-looking graahk fur.,10097,True,36.0,10000.0,90,54.0,Tatty graahk fur.png,Tatty graahk fur
3234,It's a shabby-looking kyatt fur.,10101,True,48.0,10000.0,120,72.0,Tatty kyatt fur.png,Tatty kyatt fur
3235,It's a shabby-looking Larupia fur.,10093,True,24.0,10000.0,60,36.0,Tatty larupia fur.png,Tatty larupia fur
3236,"A red salt, that when burned with other salts provides various benefits.",22593,True,4.0,10000.0,10,6.0,Te salt.png,Te salt
3237,A teacher level wand.,6912,True,800.0,70.0,2000,1200.0,Teacher wand.png,Teacher wand
3238,How does it all fit in there?,8506,True,4.0,500.0,10,6.0,Teak armchair (flatpack).png,Teak armchair (flatpack)
3239,How does it all fit in there?,9860,True,4.0,500.0,10,6.0,Teak armour case (flatpack).png,Teak armour case (flatpack)
3240,How does it all fit in there?,8582,True,4.0,500.0,10,6.0,Teak bed (flatpack).png,Teak bed (flatpack)
3241,Feed and catch the birds by placing this in the right spot.,21521,True,2.0,250.0,5,3.0,Teak bird house.png,Teak bird house
3242,How does it all fit in there?,9844,True,4.0,500.0,10,6.0,Teak cape rack (flatpack).png,Teak cape rack (flatpack)
3243,How does it all fit in there?,8592,True,4.0,500.0,10,6.0,Teak clock (flatpack).png,Teak clock (flatpack)
3244,How does it all fit in there?,8568,True,4.0,500.0,10,6.0,Teak dining bench (flatpack).png,Teak dining bench (flatpack)
3245,How does it all fit in there?,8616,True,4.0,500.0,10,6.0,Teak drawers (flatpack).png,Teak drawers (flatpack)
3246,How does it all fit in there?,8602,True,4.0,500.0,10,6.0,Teak dresser (flatpack).png,Teak dresser (flatpack)
3247,Teak fancy dress box.,9866,True,4.0,500.0,10,6.0,Teak fancy dress box (flatpack).png,Teak fancy dress box (flatpack)
3248,How does it all fit in there?,8532,True,4.0,500.0,10,6.0,Teak kitchen table (flatpack).png,Teak kitchen table (flatpack)
3249,Some well-cut teak logs.,6333,True,12.0,13000.0,30,18.0,Teak logs.png,Teak logs
3250,Teak magic wardrobe.,9854,True,4.0,500.0,10,6.0,Teak magic wardrobe (flatpack).png,Teak magic wardrobe (flatpack)
3251,A plank of fine teak.,8780,True,200.0,13000.0,500,300.0,Teak plank.png,Teak plank
3252,Teak logs prepared with sacred oil for a funeral pyre.,6211,True,40.0,11000.0,100,60.0,Teak pyre logs.png,Teak pyre logs
3253,This sapling is ready to be replanted in a hardwood tree patch.,21477,True,1.0,200.0,1,1.0,Teak sapling.png,Teak sapling
3254,Plant this in a plantpot of soil to grow a sapling.,21486,True,19.0,200.0,48,28.0,Teak seed 5.png,Teak seed
3255,A teak crossbow stock.,9446,True,30.0,10000.0,77,46.0,Teak stock.png,Teak stock
3256,How does it all fit in there?,8554,True,4.0,500.0,10,6.0,Teak table (flatpack).png,Teak table (flatpack)
3257,How does it all fit in there?,9850,True,4.0,500.0,10,6.0,Teak toy box (flatpack).png,Teak toy box (flatpack)
3258,How does it all fit in there?,9863,True,4.0,500.0,10,6.0,Teak treasure chest (flatpack).png,Teak treasure chest (flatpack)
3259,How does it all fit in there?,8618,True,4.0,500.0,10,6.0,Teak wardrobe (flatpack).png,Teak wardrobe (flatpack)
3260,Very stylish!,2924,True,200.0,150.0,500,300.0,Teal boots.png,Teal boots
3261,These will keep my hands warm!,2932,False,200.0,150.0,500,300.0,Teal gloves.png,Teal gloves
3262,A silly pointed hat.,2930,True,200.0,150.0,500,300.0,Teal hat.png,Teal hat
3263,Made by werewolves for werewolves.,2928,True,200.0,150.0,500,300.0,Teal robe bottoms.png,Teal robe bottoms
3264,Some fine werewolf clothing.,2926,True,200.0,150.0,500,300.0,Teal robe top.png,Teal robe top
3265,Ooohhh look at the dirty colours...,20217,False,20.0,4.0,50,30.0,Team cape i.png,Team cape i
3266,Ooohhh look at the dirty colours...,20214,False,20.0,4.0,50,30.0,Team cape x.png,Team cape x
3267,Ooohhh look at the dirty colours...,20211,False,20.0,4.0,50,30.0,Team cape zero.png,Team cape zero
3268,Ooohhh look at the pretty colours...,4315,False,20.0,150.0,50,30.0,Team-1 cape.png,Team-1 cape
3269,Ooohhh look at the pretty colours...,4333,False,20.0,150.0,50,30.0,Team-10 cape.png,Team-10 cape
3270,Ooohhh look at the pretty colours...,4335,False,20.0,150.0,50,30.0,Team-11 cape.png,Team-11 cape
3271,Ooohhh look at the pretty colours...,4337,False,20.0,150.0,50,30.0,Team-12 cape.png,Team-12 cape
3272,Ooohhh look at the pretty colours...,4339,False,20.0,150.0,50,30.0,Team-13 cape.png,Team-13 cape
3273,Ooohhh look at the pretty colours...,4341,False,20.0,150.0,50,30.0,Team-14 cape.png,Team-14 cape
3274,Ooohhh look at the pretty colours...,4343,False,20.0,150.0,50,30.0,Team-15 cape.png,Team-15 cape
3275,Ooohhh look at the pretty colours...,4345,False,20.0,150.0,50,30.0,Team-16 cape.png,Team-16 cape
3276,Ooohhh look at the pretty colours...,4347,False,20.0,150.0,50,30.0,Team-17 cape.png,Team-17 cape
3277,Ooohhh look at the pretty colours...,4349,False,20.0,150.0,50,30.0,Team-18 cape.png,Team-18 cape
3278,Ooohhh look at the pretty colours...,4351,False,20.0,150.0,50,30.0,Team-19 cape.png,Team-19 cape
3279,Ooohhh look at the pretty colours...,4317,False,20.0,150.0,50,30.0,Team-2 cape.png,Team-2 cape
3280,Ooohhh look at the pretty colours...,4353,False,20.0,150.0,50,30.0,Team-20 cape.png,Team-20 cape
3281,Ooohhh look at the pretty colours...,4355,False,20.0,150.0,50,30.0,Team-21 cape.png,Team-21 cape
3282,Ooohhh look at the pretty colours...,4357,False,20.0,150.0,50,30.0,Team-22 cape.png,Team-22 cape
3283,Ooohhh look at the pretty colours...,4359,False,20.0,150.0,50,30.0,Team-23 cape.png,Team-23 cape
3284,Ooohhh look at the pretty colours...,4361,False,20.0,150.0,50,30.0,Team-24 cape.png,Team-24 cape
3285,Ooohhh look at the pretty colours...,4363,False,20.0,150.0,50,30.0,Team-25 cape.png,Team-25 cape
3286,Ooohhh look at the pretty colours...,4365,False,20.0,150.0,50,30.0,Team-26 cape.png,Team-26 cape
3287,Ooohhh look at the pretty colours...,4367,False,20.0,150.0,50,30.0,Team-27 cape.png,Team-27 cape
3288,Ooohhh look at the pretty colours...,4369,False,20.0,150.0,50,30.0,Team-28 cape.png,Team-28 cape
3289,Ooohhh look at the pretty colours...,4371,False,20.0,150.0,50,30.0,Team-29 cape.png,Team-29 cape
3290,Ooohhh look at the pretty colours...,4319,False,20.0,150.0,50,30.0,Team-3 cape.png,Team-3 cape
3291,Ooohhh look at the pretty colours...,4373,False,20.0,150.0,50,30.0,Team-30 cape.png,Team-30 cape
3292,Ooohhh look at the pretty colours...,4375,False,20.0,150.0,50,30.0,Team-31 cape.png,Team-31 cape
3293,Ooohhh look at the pretty colours...,4377,False,20.0,150.0,50,30.0,Team-32 cape.png,Team-32 cape
3294,Ooohhh look at the pretty colours...,4379,False,20.0,150.0,50,30.0,Team-33 cape.png,Team-33 cape
3295,Ooohhh look at the pretty colours...,4381,False,20.0,150.0,50,30.0,Team-34 cape.png,Team-34 cape
3296,Ooohhh look at the pretty colours...,4383,False,20.0,150.0,50,30.0,Team-35 cape.png,Team-35 cape
3297,Ooohhh look at the pretty colours...,4385,False,20.0,150.0,50,30.0,Team-36 cape.png,Team-36 cape
3298,Ooohhh look at the pretty colours...,4387,False,20.0,150.0,50,30.0,Team-37 cape.png,Team-37 cape
3299,Ooohhh look at the pretty colours...,4389,False,20.0,150.0,50,30.0,Team-38 cape.png,Team-38 cape
3300,Ooohhh look at the pretty colours...,4391,False,20.0,150.0,50,30.0,Team-39 cape.png,Team-39 cape
3301,Ooohhh look at the pretty colours...,4321,False,20.0,150.0,50,30.0,Team-4 cape.png,Team-4 cape
3302,Ooohhh look at the pretty colours...,4393,False,20.0,150.0,50,30.0,Team-40 cape.png,Team-40 cape
3303,Ooohhh look at the pretty colours...,4395,False,20.0,150.0,50,30.0,Team-41 cape.png,Team-41 cape
3304,Ooohhh look at the pretty colours...,4397,False,20.0,150.0,50,30.0,Team-42 cape.png,Team-42 cape
3305,Ooohhh look at the pretty colours...,4399,False,20.0,150.0,50,30.0,Team-43 cape.png,Team-43 cape
3306,Ooohhh look at the pretty colours...,4401,False,20.0,150.0,50,30.0,Team-44 cape.png,Team-44 cape
3307,Ooohhh look at the pretty colours...,4403,False,20.0,150.0,50,30.0,Team-45 cape.png,Team-45 cape
3308,Ooohhh look at the pretty colours...,4405,False,20.0,150.0,50,30.0,Team-46 cape.png,Team-46 cape
3309,Ooohhh look at the pretty colours...,4407,False,20.0,150.0,50,30.0,Team-47 cape.png,Team-47 cape
3310,Ooohhh look at the pretty colours...,4409,False,20.0,150.0,50,30.0,Team-48 cape.png,Team-48 cape
3311,Ooohhh look at the pretty colours...,4411,False,20.0,150.0,50,30.0,Team-49 cape.png,Team-49 cape
3312,Ooohhh look at the pretty colours...,4323,False,20.0,150.0,50,30.0,Team-5 cape.png,Team-5 cape
3313,Ooohhh look at the pretty colours...,4413,False,20.0,150.0,50,30.0,Team-50 cape.png,Team-50 cape
3314,Ooohhh look at the pretty colours...,4325,False,20.0,150.0,50,30.0,Team-6 cape.png,Team-6 cape
3315,Ooohhh look at the pretty colours...,4327,False,20.0,150.0,50,30.0,Team-7 cape.png,Team-7 cape
3316,Ooohhh look at the pretty colours...,4329,False,20.0,150.0,50,30.0,Team-8 cape.png,Team-8 cape
3317,Ooohhh look at the pretty colours...,4331,False,20.0,150.0,50,30.0,Team-9 cape.png,Team-9 cape
3318,"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,True,20.0,40.0,50,30.0,Teasing stick.png,Teasing stick
3319,A card which has magical properties.,13658,False,,,100,,Teleport card.png,Teleport card
3320,A teleport to one's own house.,8013,True,1.0,10000.0,1,1.0,Teleport to house (tablet).png,Teleport to house (tablet)
3321,A mighty sceptre used in long forgotten battles.,22552,True,48000.0,8.0,120000,72000.0,Thammaron's sceptre (u).png,Thammaron's sceptre (u)
3322,A wooden pole for use in primitive construction.,6285,True,8.0,100.0,20,12.0,Thatch spar dense.png,Thatch spar dense
3323,A wooden pole for use in primitive construction.,6281,True,4.0,100.0,10,6.0,Thatch spar light.png,Thatch spar light
3324,A wooden pole for use in primitive construction.,6283,True,6.0,100.0,15,9.0,Thatch spar med.png,Thatch spar med
3325,A good place to store your stolen goods.,23224,True,400.0,8.0,1000,600.0,Thieving bag.png,Thieving bag
3326,"The thin, slimy corpse of a deceased giant snail.",3363,True,2.0,13000.0,5,3.0,Thin snail.png,Thin snail
3327,A succulently slimy slice of sumptuous snail.,3369,True,4.0,6000.0,10,6.0,Thin snail meat.png,Thin snail meat
3328,You can plant this in your garden.,8437,True,2000.0,10000.0,5000,3000.0,Thorny hedge (bagged).png,Thorny hedge (bagged)
3329,Used with a needle to make clothes.,1734,False,1.0,18000.0,1,1.0,Thread.png,Thread
3330,Makes me feel like a Princess.,5525,False,40.0,10000.0,100,60.0,Tiara.png,Tiara
3331,A mould for tiaras.,5523,False,40.0,40.0,100,60.0,Tiara mould.png,Tiara mould
3332,"A hefty beam of timber, perfect for building temples.",8837,True,1.0,13000.0,1,1.0,Timber beam.png,Timber beam
3333,This needs refining.,438,False,1.0,13000.0,3,1.0,Tin ore.png,Tin ore
3334,Useful for lighting a fire.,590,False,1.0,40.0,1,1.0,Tinderbox.png,Tinderbox
3335,It actually smells quite good.,2255,True,1.0,6000.0,2,1.0,Toad batta.png,Toad batta
3336,It actually smells quite good.,2217,True,1.0,6000.0,2,1.0,Toad crunchies.png,Toad crunchies
3337,They're a gnome delicacy apparently.,2152,True,1.0,13000.0,2,1.0,Toad's legs.png,Toad's legs
3338,A useful herb.,2998,True,19.0,13000.0,48,28.0,Toadflax.png,Toadflax
3339,I need another ingredient to finish this Toadflax potion.,3002,True,19.0,10000.0,48,28.0,Toadflax potion (unf).png,Toadflax potion (unf)
3340,A toadflax seed - plant in a herb patch.,5296,True,4.0,600.0,10,6.0,Toadflax seed 5.png,Toadflax seed
3341,A spiked shield of obsidian.,6524,True,18000.0,70.0,45000,27000.0,Toktz-ket-xil.png,Toktz-ket-xil
3342,A staff of obsidian.,6526,True,14000.0,70.0,35000,21000.0,Toktz-mej-tal.png,Toktz-mej-tal
3343,A razor sharp sword of obsidian.,6523,True,16000.0,70.0,40000,24000.0,Toktz-xil-ak.png,Toktz-xil-ak
3344,A large knife of obsidian.,6525,True,10000.0,70.0,25000,15000.0,Toktz-xil-ek.png,Toktz-xil-ek
3345,A razor sharp ring of obsidian.,6522,True,100.0,11000.0,250,150.0,Toktz-xil-ul.png,Toktz-xil-ul
3346,This would make good ketchup.,1982,False,1.0,13000.0,4,2.0,Tomato.png,Tomato
3347,A tomato seed - plant in an allotment.,5322,True,1.0,600.0,4,2.0,Tomato seed 5.png,Tomato seed
3348,A fruit basket filled with tomatoes.,5968,True,1.0,600.0,1,1.0,Tomatoes(5).png,Tomatoes(5)
3349,An ancient tome containing the secrets of fire magic.,20716,True,8000.0,15.0,20000,12000.0,Tome of fire (empty).png,Tome of fire (empty)
3350,An ancient tome containing the secrets of water magic.,25576,True,7800.0,,19500,11700.0,Tome of water (empty).png,Tome of water (empty)
3351,The tooth end of the mysterious Crystal Key. Can you find the other half?,985,True,40.0,11000.0,100,60.0,Tooth half of key.png,Tooth half of key
3352,Aint no rabbits in this hat.,12432,True,720.0,4.0,1800,1080.0,Top hat.png,Top hat
3353,Like a sir.,12434,True,1600.0,4.0,4000,2400.0,Top hat & monocle.png,Top hat & monocle
3354,I wonder if I can get this enchanted.,21114,True,500.0,10000.0,1250,750.0,Topaz amulet.png,Topaz amulet
3355,It needs a string so I can wear it.,21105,True,510.0,10000.0,1275,765.0,Topaz amulet (u).png,Topaz amulet (u)
3356,Red Topaz bolt tips.,9188,True,5.0,11000.0,13,7.0,Topaz bolt tips 5.png,Topaz bolt tips
3357,Topaz tipped Steel crossbow bolts.,9336,True,8.0,11000.0,22,13.0,Topaz bolts 5.png,Topaz bolts
3358,Enchanted Red Topaz tipped Steel Crossbow Bolts.,9239,True,9.0,11000.0,24,14.0,Topaz bolts (e) 5.png,Topaz bolts (e)
3359,I wonder if this is valuable.,21123,True,600.0,10000.0,1500,900.0,Topaz bracelet.png,Topaz bracelet
3360,"Dragon crossbow bolts, tipped with red topaz.",21961,True,280.0,11000.0,700,420.0,Topaz dragon bolts 5.png,Topaz dragon bolts
3361,"Enchanted Dragon crossbow bolts, tipped with red topaz.",21938,True,292.0,11000.0,730,438.0,Topaz dragon bolts (e) 5.png,Topaz dragon bolts (e)
3362,I wonder if this is valuable.,21096,True,570.0,10000.0,1425,855.0,Topaz necklace.png,Topaz necklace
3363,A valuable ring.,21087,True,570.0,10000.0,1425,855.0,Topaz ring.png,Topaz ring
3364,You can plant this in your garden.,8443,True,8000.0,10000.0,20000,12000.0,Topiary hedge (bagged).png,Topiary hedge (bagged)
3365,"A set containing a Torag's helm, platelegs, platebody and hammers.",12879,True,160000.0,8.0,400000,240000.0,Torag's armour set.png,Torag's armour set
3366,Torag the Corrupted's twin hammers.,4747,True,64000.0,15.0,160000,96000.0,Torag's hammers.png,Torag's hammers
3367,Torag the Corrupted's twin hammers.,4962,True,64000.0,15.0,160000,96000.0,Torag's hammers 0.png,Torag's hammers 0
3368,Torag the Corrupted's helm.,4745,True,41200.0,15.0,103000,61800.0,Torag's helm.png,Torag's helm
3369,Torag the Corrupted's helm.,4956,True,41200.0,15.0,103000,61800.0,Torag's helm 0.png,Torag's helm 0
3370,Torag the Corrupted's platebody armour.,4749,True,112000.0,15.0,280000,168000.0,Torag's platebody.png,Torag's platebody
3371,Torag the Corrupted's platebody armour.,4968,True,112000.0,15.0,280000,168000.0,Torag's platebody 0.png,Torag's platebody 0
3372,Torag the Corrupted's plate leg armour.,4751,True,110000.0,15.0,275000,165000.0,Torag's platelegs.png,Torag's platelegs
3373,Torag the Corrupted's plate leg armour.,4974,True,110000.0,15.0,275000,165000.0,Torag's platelegs 0.png,Torag's platelegs 0
3374,A deep sense of torment burns within this powerful bracelet.,19544,True,80400.0,8.0,201000,120600.0,Tormented bracelet.png,Tormented bracelet
3375,Use on a tormented bracelet to make it look fancier!,23348,True,2000.0,4.0,5000,3000.0,Tormented ornament kit.png,Tormented ornament kit
3376,Scrawled words that can invoke the power of the gods.,21047,True,32000.0,5.0,80000,48000.0,Torn prayer scroll.png,Torn prayer scroll
3377,A powerful herb.,269,True,30.0,11000.0,75,45.0,Torstol.png,Torstol
3378,I need another ingredient to finish this Torstol potion.,111,True,10.0,10000.0,25,15.0,Torstol potion (unf).png,Torstol potion (unf)
3379,A torstol seed - plant in a herb patch.,5304,True,28.0,200.0,70,42.0,Torstol seed 5.png,Torstol seed
3380,A word in your shell-like.,7939,True,400.0,7500.0,1000,600.0,Tortoise shell.png,Tortoise shell
3381,Use on an amulet of torture to make it look fancier!,20062,True,2000.0,4.0,5000,3000.0,Torture ornament kit.png,Torture ornament kit
3382,Fires darts while coating them with venom.,12924,True,48000.0,8.0,120000,72000.0,Toxic blowpipe (empty).png,Toxic blowpipe (empty)
3383,It needs to be charged with Zulrah's scales.,12902,True,400002.0,8.0,1000006,600003.0,Toxic staff (uncharged).png,Toxic staff (uncharged)
3384,Nice bit of crafting!,7771,True,4.0,150.0,10,6.0,Toy cat.png,Toy cat
3385,Nice bit of crafting!,7763,True,4.0,150.0,10,6.0,Toy doll.png,Toy doll
3386,Nice bit of crafting!,7765,True,4.0,150.0,10,6.0,Toy doll.png,Toy doll (wound)
3387,Nice bit of crafting!,7767,True,4.0,150.0,10,6.0,Toy mouse.png,Toy mouse
3388,Nice bit of crafting!,7769,True,4.0,150.0,10,6.0,Toy mouse.png,Toy mouse (wound)
3389,Nice bit of crafting!,7759,True,4.0,150.0,10,6.0,Toy soldier.png,Toy soldier
3390,Nice bit of crafting!,7761,True,4.0,150.0,10,6.0,Toy soldier.png,Toy soldier (wound)
3391,Karamja currency.,6306,True,1.0,18000.0,1,1.0,Trading sticks 5.png,Trading sticks
3392,A banner showcasing the colours of Leagues II - Trailblazer.,25056,True,400.0,5.0,1000,600.0,Trailblazer banner.png,Trailblazer banner
3393,The boots of a trailblazer relic hunter.,25037,True,6000.0,5.0,15000,9000.0,Trailblazer boots (t1).png,Trailblazer boots (t1)
3394,The boots of a trailblazer relic hunter.,25025,True,6000.0,5.0,15000,9000.0,Trailblazer boots (t2).png,Trailblazer boots (t2)
3395,The boots of a trailblazer relic hunter.,25010,True,60000.0,5.0,150000,90000.0,Trailblazer boots (t3).png,Trailblazer boots (t3)
3396,A cane of the trailblazer relic hunter.,25013,True,60000.0,5.0,150000,90000.0,Trailblazer cane.png,Trailblazer cane
3397,A globe which can be built into a statue in a PoH hotspot in your League Trophy Room.,25093,True,16000.0,5.0,40000,24000.0,Trailblazer globe.png,Trailblazer globe
3398,A dye which can be used to recolour a piece of graceful clothing.,25099,True,10000.0,6.0,25000,15000.0,Trailblazer graceful ornament kit.png,Trailblazer graceful ornament kit
3399,The headgear of a trailblazer relic hunter.,25028,True,6000.0,5.0,15000,9000.0,Trailblazer hood (t1).png,Trailblazer hood (t1)
3400,The headgear of a trailblazer relic hunter.,25016,True,6000.0,5.0,15000,9000.0,Trailblazer hood (t2).png,Trailblazer hood (t2)
3401,The headgear of a trailblazer relic hunter.,25001,True,60000.0,5.0,150000,90000.0,Trailblazer hood (t3).png,Trailblazer hood (t3)
3402,"A set containing Trailblazer boots (t1), Trailblazer trousers (t1), Trailblazer top (t1) and Trailblazer hood (t1).",25380,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t1) armour set.png,Trailblazer relic hunter (t1) armour set
3403,"A set containing Trailblazer boots (t2), Trailblazer trousers (t2), Trailblazer top (t2) and Trailblazer hood (t2).",25383,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t2) armour set.png,Trailblazer relic hunter (t2) armour set
3404,"A set containing Trailblazer boots (t3), Trailblazer trousers (t3), Trailblazer top (t3) and Trailblazer hood (t3).",25386,True,20000.0,,50000,30000.0,Trailblazer relic hunter (t3) armour set.png,Trailblazer relic hunter (t3) armour set
3405,A rug which can be built into a rug hotspot in your PoH League Trophy Room.,25096,True,20000.0,5.0,50000,30000.0,Trailblazer rug.png,Trailblazer rug
3406,A scroll which unlocks the Leagues II - Trailblazer home teleport animation.,25087,True,10000.0,5.0,25000,15000.0,Trailblazer teleport scroll.png,Trailblazer teleport scroll
3407,"A kit which can be attached to any Dragon or Infernal axe, pickaxe or harpoon to recolour it.",25090,True,10000.0,5.0,25000,15000.0,Trailblazer tool ornament kit.png,Trailblazer tool ornament kit
3408,The coat of a trailblazer relic hunter.,25031,True,6000.0,5.0,15000,9000.0,Trailblazer top (t1).png,Trailblazer top (t1)
3409,The coat of a trailblazer relic hunter.,25019,True,6000.0,5.0,15000,9000.0,Trailblazer top (t2).png,Trailblazer top (t2)
3410,The coat of a trailblazer relic hunter.,25004,True,60000.0,5.0,150000,90000.0,Trailblazer top (t3).png,Trailblazer top (t3)
3411,The trousers of a trailblazer relic hunter.,25034,True,6000.0,5.0,15000,9000.0,Trailblazer trousers (t1).png,Trailblazer trousers (t1)
3412,The trousers of a trailblazer relic hunter.,25022,True,6000.0,5.0,15000,9000.0,Trailblazer trousers (t2).png,Trailblazer trousers (t2)
3413,The trousers of a trailblazer relic hunter.,25007,True,60000.0,5.0,150000,90000.0,Trailblazer trousers (t3).png,Trailblazer trousers (t3)
3414,A razor sharp ring.,12605,True,20000.0,8.0,50000,30000.0,Treasonous ring.png,Treasonous ring
3415,A freshly made triangle sandwich.,6962,False,10.0,6000.0,25,15.0,Triangle sandwich.png,Triangle sandwich
3416,A ceremonial wooden mask.,6339,True,200.0,150.0,500,300.0,Tribal mask (blue).png,Tribal mask (blue)
3417,A ceremonial wooden mask.,6335,True,200.0,150.0,500,300.0,Tribal mask (green).png,Tribal mask (green)
3418,A ceremonial wooden mask.,6337,True,200.0,150.0,500,300.0,Tribal mask (orange).png,Tribal mask (orange)
3419,Local dress.,6351,True,120.0,150.0,300,180.0,Tribal top (blue).png,Tribal top (blue)
3420,Local dress.,6341,True,120.0,150.0,300,180.0,Tribal top (brown).png,Tribal top (brown)
3421,Local dress.,6371,True,120.0,150.0,300,180.0,Tribal top (pink).png,Tribal top (pink)
3422,Local dress.,6361,True,120.0,150.0,300,180.0,Tribal top (yellow).png,Tribal top (yellow)
3423,A weapon from the deep.,11905,True,27600.0,8.0,69000,41400.0,Trident of the seas (full).png,Trident of the seas (full)
3424,"A pair of long dwarven trousers... long for dwarves, of course.",5040,True,300.0,150.0,750,450.0,Trousers (blue).png,Trousers (blue)
3425,"A pair of long dwarven trousers... long for dwarves, of course.",5036,True,220.0,150.0,550,330.0,Trousers (brown).png,Trousers (brown)
3426,"A pair of long dwarven trousers... long for dwarves, of course.",5038,True,280.0,150.0,700,420.0,Trousers (lilac).png,Trousers (lilac)
3427,Some nicely cooked trout.,333,False,4.0,6000.0,10,6.0,Trout.png,Trout
3428,Take it to Perdu to help you avoid losing certain items.,24187,True,1.0,,1,1.0,Trouver parchment.png,Trouver parchment
3429,"Wow, this is a big fish.",361,False,16.0,6000.0,40,24.0,Tuna.png,Tuna
3430,A bowl of cooked tuna and sweetcorn.,7068,True,45.0,13000.0,113,67.0,Tuna and corn.png,Tuna and corn
3431,A baked potato with tuna and sweetcorn.,7060,True,45.0,13000.0,113,67.0,Tuna potato.png,Tuna potato
3432,"They're soft, silky and turquoise.",634,True,80.0,150.0,200,120.0,Turquoise boots.png,Turquoise boots
3433,A silly turquoise pointed hat.,664,True,64.0,150.0,160,96.0,Turquoise hat.png,Turquoise hat
